"2014-6-2 12:00", -40, -4.9
"2014-6-13 12:01", -43, -4.9
"2014-6-20 12:02", -50, -4.9
"2014-6-27 12:03", -54, -10.9
"2014-7-4 12:04", -53, -9.9
"2014-7-11 12:05", -43, -2.9
"2014-7-16 12:06", -50, -7.9
"2014-7-23 12:07", -52, -8.9
"2014-7-31 12:08", -32, -1.9
"2014-8-8 12:09", -47, -9.9
"2014-8-15 12:10", -31, -8.9
"2014-8-21 12:11", -30, -2.9
"2014-8-29 12:12", -28, -6.9
"2014-9-2 12:13", -28, -5.9
"2014-9-13 12:14", -38, -2.9
"2014-9-16 12:15", -42, -2.9
"2014-9-22 12:16", -47, -3.9
"2014-9-29 12:17", -40, -3.9
"2014-10-6 12:18", -44, -4.9
"2014-10-23 12:19", -18, -12.9
"2014-10-28 12:20", -20, -12.9
"2014-11-11 12:21", -18, -12.9
