gzbdg,1000,2000,3000,4000,5000,6000,7000,8000,9000,10000
10000,105.0617883,42.44492503,22.40592551,19.8648815,20.1653575,21.4603075,22.3771655,22.6562185,22.921911,23.73282
15000,131.8763472,82.21691739,43.62533779,26.73843167,22.26035167,21.47347517,21.89846967,22.33872517,22.43277917,23.21677583
20000,145.6952954,106.5589596,69.36196748,44.57346467,29.53266,24.61154851,22.48047515,22.0375225,22.354805,22.93191
25000,153.4114788,121.6017972,92.95823845,65.15287371,45.04845991,32.08566686,25.666305,23.4532444,22.6485311,22.630492
30000,158.1679498,132.7616402,106.8042775,83.17897584,60.87422714,45.11920379,34.01257277,27.2611143,25.52839334,24.04665833
35000,162.4166219,140.6262007,117.7515047,97.43164217,76.0251949,59.2224165,45.12025234,35.20387816,29.57172219,25.6830875
40000,165.7274145,146.3971767,125.6137827,107.085803,89.83963832,69.81215245,57.24881951,45.2023203,37.95726528,30.8767225
45000,168.0856723,150.3844078,133.0501681,115.5130214,99.72985643,83.44814883,68.00191404,56.05374218,45.81062928,38.45977397
50000,169.9395583,153.7769339,138.7201307,122.0084179,107.1913828,93.42554405,78.15948292,65.6535951,55.26565611,45.8321228
55000,171.3851415,156.4947042,143.1089328,128.1296651,114.1304085,100.8181499,88.16808246,75.55266686,63.93904453,54.97365685
60000,172.6896226,158.4565189,146.5377822,133.1650177,119.6505583,107.2568464,95.27407264,83.78216361,70.22029759,61.40490474
65000,173.9044436,160.8509236,149.5999619,137.5962607,124.6402489,112.9072884,101.8906744,90.95280848,79.847794,70.10638917
70000,174.8985091,162.6825032,151.9046969,140.9712759,129.2061537,118.0312277,107.3026226,97.86865263,87.57685747,76.5274528
75000,175.8779362,164.5818025,153.9169752,144.1322598,133.2128782,122.1725087,112.3037331,103.3746962,93.7239896,83.84663974
80000,176.6705204,165.9498833,155.6679172,146.6415112,136.7394983,125.8448196,117.0393617,107.2899505,99.32986657,90.33879142
85000,177.3170069,167.0209773,157.3911195,148.9233695,140.0569186,129.732646,120.6740235,111.8591388,103.9274638,95.12947216
90000,178.0637164,168.2742253,158.5737258,150.6083791,142.7348722,133.2654989,123.6640053,115.9198084,107.5476307,100.0888095
95000,178.6559521,169.2101224,160.1518339,152.4977559,144.8595069,136.0879357,127.8503095,118.7304869,111.5020472,104.1399443
100000,179.2052054,170.1161596,161.5467552,153.9755312,146.6920667,138.9105031,130.4344112,122.4360703,114.7294889,107.5801892
