dzfdg,1000,2000,3000,4000,5000,6000,7000,8000,9000,10000
10000,117.5761841,46.31237604,12.1561299,7.60275,7.60275,7.60275,7.60275,7.60275,7.60275,7.60275
15000,143.8134066,90.79368707,46.31237604,19.36772012,9.638261667,7.60275,7.60275,7.60275,7.60275,7.60275
20000,156.9142799,117.5761841,78.59830673,46.31237604,24.15706685,12.1561299,8.48673745,7.60275,7.60275,7.60275
25000,164.1771254,133.3198642,101.0627873,70.50762305,46.31237604,27.33187464,15.65107467,10.4200342,8.3322395,7.60275
30000,168.9827195,143.8134066,117.5761841,90.79368707,65.99982987,46.31237604,29.82873676,19.36772012,12.1561299,9.638261667
35000,172.7574963,151.4932806,128.7725026,106.2620908,83.50635635,63.98410019,46.31237603,31.39999874,22.13426245,13.78261575
40000,175.7906635,156.9142799,137.2023958,117.5761841,97.73151494,78.59830673,60.68511748,46.31237604,33.87004432,24.15706685
45000,178.1284776,161.0758616,143.8134066,125.7479911,108.2544551,90.79368707,75.12604919,59.18676494,46.31237604,34.04900669
50000,180.0164097,164.1771254,149.1551724,133.3198642,117.5761841,101.0627873,86.42600929,70.50762305,56.76966245,46.31237604
55000,181.6171868,166.7642521,153.6659693,139.2479869,124.4809193,110.4454403,95.86448859,82.04976129,69.23144865,56.49686359
60000,182.9822736,168.9827195,156.9142799,143.8134066,130.3782133,117.5761841,104.0162027,90.79368707,78.59830673,65.99982987
65000,184.1141144,171.0622325,159.973548,147.806666,135.4693301,123.6857784,111.7440353,100.0713347,88.38510045,75.66586386
70000,185.1118396,172.7574963,161.8873124,151.4932806,140.0463786,128.7725026,117.5761841,106.2620908,94.95897095,83.50635635
75000,185.8436038,174.2903719,164.1771254,154.5322013,143.8134066,133.3198642,122.4843628,112.3415518,101.0627873,90.79368707
80000,186.6470206,175.7906635,165.9505759,156.9142799,147.5003799,137.2023958,126.9377606,117.5761841,106.9077009,97.73151494
85000,187.4281645,176.918413,167.6145333,159.1790329,150.1501095,140.9214874,130.8856221,121.6527633,112.4292399,103.5725581
90000,188.1208045,178.1284776,168.9827195,161.0758616,152.7961415,143.8134066,134.9967058,125.7479911,117.5761841,108.2544551
95000,188.6912847,178.9897606,170.2667943,162.7438775,155.0136048,146.7198285,137.752881,129.9447935,121.7686925,112.9760963
100000,189.2552854,180.0164097,171.6998274,164.1771254,156.9142799,149.1551724,141.1653545,133.3198642,124.7525659,117.5761841
