dzsdg,1000,2000,3000,4000,5000,6000,7000,8000,9000,10000
10000,146.0144219,84.71248672,50.4580335,44.0232765,42.6821725,41.549648,39.5166175,37.441336,35.615656,34.3732
15000,164.7101046,127.4635711,85.36533105,58.25770027,48.04318833,44.7934885,43.9533985,43.15220517,42.14131867,41.51433083
20000,173.6772856,146.8522713,118.4165115,85.63776109,62.7244971,51.3500604,47.558966,45.1690435,44.28031,43.5985175
25000,178.856889,158.045426,134.9037343,111.5200135,85.82032064,66.50644322,54.3348846,49.69073868,46.5018303,45.3539565
30000,182.1207269,165.2561071,147.1526097,128.0344681,106.6675644,85.93887733,67.87735429,58.7842556,51.62530667,48.611085
35000,184.8048291,169.7547759,154.765528,139.1247007,123.2217464,104.1215939,86.07894404,70.54742655,61.72920492,54.198525
40000,186.8969368,174.0981243,161.1358196,147.3260072,133.7053543,118.8661545,99.71648619,86.15335705,72.65225477,63.2294896
45000,188.6485951,176.8580912,165.4767622,153.0179377,140.5999708,128.2165194,116.2898329,98.08562391,86.13429927,73.80152419
50000,189.7928894,179.1963515,168.5189555,158.4011877,147.4195677,135.3184814,125.5713458,111.9482567,96.70148872,86.16751905
55000,190.7331144,181.0595069,171.7770234,162.5304952,152.5794881,142.0055242,132.0359674,122.1972832,108.6609302,96.26287882
60000,191.5332307,182.40515,174.2500246,165.5610541,156.0622639,147.4837867,138.1020279,128.3931038,119.0004498,106.982441
65000,192.205165,183.9391216,176.3905674,167.7238268,159.6514376,151.5920083,143.0458426,134.9380805,127.0557641,116.1830415
70000,192.7788655,185.0549997,177.7014249,170.0269729,163.2677067,155.0403329,147.4951491,139.3937101,131.5710005,123.4869639
75000,193.1938201,186.1648878,179.3241657,172.6233747,165.6421948,158.5532682,150.5870718,143.5229538,135.4373872,128.4552998
80000,193.6622648,187.1116215,180.4624572,174.3150018,167.6604554,161.3746127,153.7381743,147.533994,139.5699665,133.9472126
85000,194.13799,188.2300841,181.6629745,176.0110793,169.3389683,163.7328999,156.4420347,150.203809,143.4314306,137.7303962
90000,194.5629163,188.8307711,182.5143023,177.0826061,171.2638581,165.6863688,159.9266207,153.229336,147.5453057,140.8623047
95000,194.902172,189.3289256,183.5285906,178.4007176,172.9952774,167.1456097,161.9692824,155.8135776,150.1399666,143.3703823
100000,195.2249362,189.9674193,184.4564024,179.3878447,174.3815406,168.7120089,163.9109689,158.6144909,151.9717327,147.6062137
