gzsdg,1000,2000,3000,4000,5000,6000,7000,8000,9000,10000
10000,123.3797117,61.5297398,28.46317903,24.0482495,24.29267,24.412399,24.890078,25.1179235,25.538042,26.1092625
15000,147.7596221,102.0644763,62.1011453,33.45583502,26.059885,24.717121,24.7065855,24.97112067,25.23414733,25.485965
20000,157.8318771,124.2098118,89.67820347,62.48588389,39.660715,29.28331803,25.674106,25.0003115,25.1376205,25.2289075
25000,163.7357099,138.9595991,112.145109,85.59924406,62.78397609,43.86980212,30.5270957,26.8380289,25.710001,25.2115
30000,167.6875005,148.2887574,124.4675945,102.6968271,79.39543721,62.86186147,50.80089434,34.01966052,29.72150653,26.77378667
35000,170.6694205,153.7977813,136.2489642,116.0154662,96.38046215,78.31330661,62.8668718,52.11877493,37.87044519,30.468895
40000,172.9337371,158.2582277,142.3231306,124.6819697,108.8975006,90.07452948,75.19683884,63.0611303,53.61985098,40.14899
45000,174.8721747,161.5258823,148.5363508,134.014913,117.3820472,102.9116016,88.52069672,74.14223176,63.10783891,54.74245675
50000,176.2099659,164.070389,152.4720246,139.3397562,124.7831082,112.5752781,97.73517233,86.02151716,74.51800835,63.1358498
55000,177.2786409,166.3734971,155.9508663,144.183866,132.0412903,118.9459215,106.6811044,95.97665763,83.53271031,72.18386127
60000,178.2945357,167.9704975,158.3998447,148.6434197,137.5357615,124.8446667,113.8428273,103.012137,90.27582481,79.69992809
65000,179.1821217,169.5898585,160.9612059,151.7199741,141.5707016,130.3883585,119.7140538,108.9410577,99.86826266,91.17522404
70000,179.8988559,170.9353018,162.6233978,154.1029281,145.2091996,136.5212348,124.8883297,116.2820449,106.3073976,96.64803215
75000,180.6153057,172.1140129,164.2071693,156.5520898,148.6963237,139.4924868,130.5859057,120.7327004,112.6803665,103.0635324
80000,181.1747848,173.156206,165.7991635,158.499396,151.2617924,142.5489785,134.8521707,124.8846183,117.3749568,109.1533881
85000,181.6541602,173.8914008,167.161868,160.371193,153.5926315,145.96128,138.3940627,130.5283395,121.273066,113.5873875
90000,182.1700666,175.0607277,168.0877045,161.7446875,155.4871599,148.7422773,141.1479967,134.2162567,124.937018,117.5776974
95000,182.6092405,175.7285986,169.1382903,163.2873451,157.1894025,150.7648798,143.8596193,135.9403809,129.7474529,121.4544738
100000,183.0062349,176.3865673,170.1578827,164.2660958,158.5479351,152.6843497,146.2862621,139.5509433,132.7398415,124.9600368
