"2014-6-2 12:00", -40, -53.2
"2014-6-13 12:00", -50, -53.2
"2014-6-20 12:00", -58, -53.2
"2014-6-27 12:00", -57, -60.2
"2014-7-4 12:00", -60, -54.2
"2014-7-11 12:00", -50, -54.2
"2014-7-16 12:00", -57, -54.2
"2014-7-23 12:00", -54, -54.2
"2014-7-31 12:00", -34, -54.2
"2014-8-8 12:00", -50, -54.2
"2014-8-15 12:00", -42, -54.2
"2014-8-21 12:00", -33, -54.2
"2014-8-29 12:00", -30, -53.2
"2014-9-6 12:00", -32, -53.2
"2014-9-13 12:00", -40, -53.2
"2014-9-16 12:00", -46, -54.2
"2014-9-22 12:00", -50, -54.2
"2014-9-29 12:00", -44, -54.2
"2014-10-6 12:00", -47, -54.2
"2014-10-16 12:00", -34, -54.2
"2014-10-23 12:00", -20, -54.2
"2014-10-28 12:00", -24, -53.2
"2014-11-5 12:00", -11, -53.2
"2014-11-11 12:00", -24, -53.2
"2014-11-18 12:00", -16, -53.2
